Name,Geometrie (EWKT),Verwaltungseinheit,Verwaltungsebene,Planungsregion,Anteil Wasserkraft an Stromproduktion EE (%),Anteil Wind an Stromproduktion EE (%),Anteil PV an Stromproduktion EE (%),Anteil Biomasse an Stromproduktion EE (%),Anteil Geothermie an Stromproduktion EE (%),Stromproduktion Wasserkraft 2021 (MWh/a),Stromproduktion Wind 2021 (MWh/a),Stromproduktion PV 2021 (MWh/a),Stromproduktion Biomasse 2021 (MWh/a),Stromproduktion Geothermie 2021 (MWh/a),Stromproduktion EE 2021 (MWh/a),Einwohnerzahl,Fläche (km²)
Oberbayern,SRID=31468;POINT (4481899.892788588 5329110.735891902),100000,Regierungsbezirk,unbekannt,49.5,3.1,24.9,20.9,1.6,5489022.0,344742.0,2758106.0,2317538.0,178348.0,1.1087755E7,4729243.0,17534
Ingolstadt,SRID=31468;POINT (4457728.797577065 5403236.783199396),161000,Gemeinde,10.0,51.5,0.0,22.0,26.5,0.0,102692.0,0.0,43864.0,52942.0,0.0,199497.0,138016.0,133
Ingolstadt,SRID=31468;POINT (4455613.551440659 5402131.1571629625),161000,Landkreis,unbekannt,51.5,0.0,22.0,26.5,0.0,102692.0,0.0,43864.0,52942.0,0.0,199497.0,138016.0,133
München,SRID=31468;POINT (4468515.3765645055 5333310.341167441),162000,Gemeinde,14.0,50.8,4.4,34.2,10.6,0.0,74564.0,6536.0,50247.0,15561.0,0.0,146907.0,1487708.0,311
München (Stadt),SRID=31468;POINT (4466431.185606031 5335113.936999712),162000,Landkreis,unbekannt,50.8,4.4,34.2,10.6,0.0,74564.0,6536.0,50247.0,15561.0,0.0,146907.0,1487708.0,311
Rosenheim,SRID=31468;POINT (4509448.34360067 5301963.408921471),163000,Gemeinde,18.0,14.1,0.0,12.3,73.6,0.0,13540.0,0.0,11769.0,70569.0,0.0,95877.0,63508.0,37.2
Rosenheim (Stadt),SRID=31468;POINT (4508231.425102538 5300616.003959331),163000,Landkreis,unbekannt,14.1,0.0,12.3,73.6,0.0,13540.0,0.0,11769.0,70569.0,0.0,95877.0,63508.0,37.2
Altötting,SRID=31468;POINT (4552524.8057990335 5341552.246215285),171000,Landkreis,unbekannt,74.0,0.0,13.5,10.7,1.8,1171238.0,0.0,214409.0,168721.0,29209.0,1583577.0,112116.0,570
Altötting,SRID=31468;POINT (4550547.681981055 5343559.067651091),171111,Gemeinde,18.0,0.79,0.0,57.8,41.4,0.0,172.0,0.0,12495.0,8966.0,0.0,21633.0,12983.0,23.1
Burghausen,SRID=31468;POINT (4561938.892540987 5337092.392867715),171112,Gemeinde,18.0,94.0,0.0,4.4,1.6,0.0,262383.0,0.0,12200.0,4468.0,0.0,279051.0,18862.0,19.8
Burgkirchen a.d.Alz,SRID=31468;POINT (4554509.306137016 5336764.460940681),171113,Gemeinde,18.0,1.1,0.0,30.2,68.7,0.0,850.0,0.0,22877.0,51962.0,0.0,75688.0,10710.0,46.2
Emmerting,SRID=31468;POINT (4557067.167597896 5340507.488813938),171114,Gemeinde,18.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4710.0,0.0,0.0,4710.0,4079.0,14.1
Erlbach,SRID=31468;POINT (4558444.541679505 5352425.529219406),171115,Gemeinde,18.0,0.0,0.0,53.7,46.3,0.0,0.0,0.0,5767.0,4979.0,0.0,10746.0,1214.0,28.2
Feichten a.d.Alz,SRID=31468;POINT (4544497.216938413 5327250.475484116),171116,Gemeinde,18.0,15.8,0.0,33.0,51.2,0.0,2309.0,0.0,4839.0,7500.0,0.0,14648.0,1251.0,17.9
Garching a.d.Alz,SRID=31468;POINT (4543511.82737575 5332734.627511177),171117,Gemeinde,18.0,7.3,0.0,24.2,10.4,58.1,3459.0,0.0,11471.0,4909.0,27468.0,47306.0,8702.0,25.9
Haiming,SRID=31468;POINT (4566070.330389464 5342046.996582789),171118,Gemeinde,18.0,96.0,0.0,4.0,0.0,0.0,120054.0,0.0,4983.0,0.0,0.0,125037.0,2522.0,28.8
Halsbach,SRID=31468;POINT (4550409.878351123 5332145.2488913415),171119,Gemeinde,18.0,0.0,0.0,31.2,68.8,0.0,0.0,0.0,4077.0,8973.0,0.0,13049.0,1051.0,22.1
Kastl,SRID=31468;POINT (4551858.489390615 5339782.798998983),171121,Gemeinde,18.0,4.7,0.0,37.6,57.7,0.0,1451.0,0.0,11677.0,17916.0,0.0,31043.0,2830.0,27.6
Kirchweidach,SRID=31468;POINT (4548049.245975417 5327737.0921742),171122,Gemeinde,18.0,0.0,0.0,58.6,31.2,10.2,0.0,0.0,10028.0,5343.0,1740.0,17112.0,2676.0,20.2
Marktl,SRID=31468;POINT (4562756.513011837 5346494.471709839),171123,Gemeinde,18.0,0.0,0.0,46.1,53.9,0.0,0.0,0.0,5130.0,5999.0,0.0,11129.0,2802.0,27.9
Mehring,SRID=31468;POINT (4558375.885282111 5338162.797596938),171124,Gemeinde,18.0,0.0,0.0,46.8,53.2,0.0,0.0,0.0,5119.0,5811.0,0.0,10930.0,2411.0,23.4
Neuötting,SRID=31468;POINT (4551411.720081844 5344909.670168331),171125,Gemeinde,18.0,6.0,0.0,94.0,0.0,0.0,843.0,0.0,13306.0,0.0,0.0,14150.0,8817.0,36.6
Perach,SRID=31468;POINT (4557092.17664562 5347798.306222114),171126,Gemeinde,18.0,94.7,0.0,5.3,0.0,0.0,101049.0,0.0,5678.0,0.0,0.0,106727.0,1309.0,14.2
Pleiskirchen,SRID=31468;POINT (4544323.56591528 5352298.125819571),171127,Gemeinde,18.0,0.0,0.0,43.7,56.3,0.0,0.0,0.0,11928.0,15359.0,0.0,27286.0,2462.0,52.7
Reischach,SRID=31468;POINT (4553938.110694538 5350578.405393098),171129,Gemeinde,18.0,1.3,0.0,75.1,23.6,0.0,105.0,0.0,5899.0,1851.0,0.0,7855.0,2650.0,28.5
Stammham,SRID=31468;POINT (4565635.871286643 5345976.760579252),171130,Gemeinde,18.0,9.0,0.0,91.0,0.0,0.0,173.0,0.0,1744.0,0.0,0.0,1916.0,1026.0,5.7
Teising,SRID=31468;POINT (4545423.104211304 5343404.322108793),171131,Gemeinde,18.0,8.6,0.0,50.2,41.2,0.0,347.0,0.0,2023.0,1663.0,0.0,4032.0,1836.0,5.4
Töging a.Inn,SRID=31468;POINT (4543677.255160258 5346466.540010591),171132,Gemeinde,18.0,96.0,0.0,3.6,0.43,0.0,442743.0,0.0,16375.0,1990.0,0.0,461108.0,9407.0,13.7
Tüßling,SRID=31468;POINT (4544487.716175969 5341815.3810137445),171133,Gemeinde,18.0,2.1,0.0,49.9,48.1,0.0,219.0,0.0,5266.0,5079.0,0.0,10564.0,3375.0,19.6
Tyrlaching,SRID=31468;POINT (4549928.745065621 5324992.02400121),171134,Gemeinde,18.0,0.0,0.0,44.8,55.2,0.0,0.0,0.0,4085.0,5029.0,0.0,9113.0,1069.0,20.6
Unterneukirchen,SRID=31468;POINT (4546124.79190923 5336555.807893032),171135,Gemeinde,18.0,85.6,0.0,10.1,4.3,0.0,96263.0,0.0,11362.0,4867.0,0.0,112492.0,3325.0,23.3
Winhöring,SRID=31468;POINT (4548448.84083918 5347722.32955039),171137,Gemeinde,18.0,83.5,0.0,12.9,3.6,0.0,138819.0,0.0,21372.0,6058.0,0.0,166249.0,4747.0,24.6
Berchtesgadener Land,SRID=31468;POINT (4567809.53015801 5284838.308609875),172000,Landkreis,unbekannt,58.2,0.0,28.9,12.9,0.0,102015.0,0.0,50662.0,22615.0,0.0,175291.0,106389.0,841
Ainring,SRID=31468;POINT (4570731.731786137 5298000.771729787),172111,Gemeinde,18.0,60.4,0.0,22.1,17.4,0.0,12380.0,0.0,4535.0,3573.0,0.0,20488.0,9885.0,33
Anger,SRID=31468;POINT (4564485.377103004 5296370.138328669),172112,Gemeinde,18.0,23.8,0.0,76.2,0.0,0.0,853.0,0.0,2732.0,0.0,0.0,3585.0,4534.0,46
Bad Reichenhall,SRID=31468;POINT (4565877.144153019 5287879.72023992),172114,Gemeinde,18.0,94.4,0.0,5.6,0.0,0.0,29990.0,0.0,1786.0,0.0,0.0,31777.0,18456.0,42
Bayerisch Gmain,SRID=31468;POINT (4567077.492089979 5287342.073901017),172115,Gemeinde,18.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,396.0,3083.0,12.3
Berchtesgaden,SRID=31468;POINT (4575448.9985227045 5277650.2756158),172116,Gemeinde,18.0,84.9,0.0,15.0,0.12,0.0,9357.0,0.0,1653.0,13.7,0.0,11024.0,7624.0,35.7
Bischofswiesen,SRID=31468;POINT (4573009.485847743 5279244.971489178),172117,Gemeinde,18.0,51.7,0.0,47.9,0.33,0.0,2008.0,0.0,1860.0,12.9,0.0,3880.0,7219.0,62.2
Freilassing,SRID=31468;POINT (4573323.497294351 5300893.462947213),172118,Gemeinde,18.0,73.8,0.0,21.5,4.7,0.0,22776.0,0.0,6627.0,1444.0,0.0,30847.0,17472.0,14.8
Laufen,SRID=31468;POINT (4569794.478547287 5311396.251946073),172122,Gemeinde,18.0,0.0,0.0,60.5,39.5,0.0,0.0,0.0,8667.0,5658.0,0.0,14325.0,7373.0,35.3
Marktschellenberg,SRID=31468;POINT (4578594.5817137025 5284804.067802665),172124,Gemeinde,18.0,87.4,0.0,12.6,0.0,0.0,3448.0,0.0,495.0,0.0,0.0,3943.0,1784.0,17.7
Piding,SRID=31468;POINT (4568474.277348521 5292769.682208082),172128,Gemeinde,18.0,6.7,0.0,93.3,0.0,0.0,133.0,0.0,1852.0,0.0,0.0,1985.0,5430.0,17.7
Ramsau b.Berchtesgaden,SRID=31468;POINT (4567708.752093231 5274829.673645454),172129,Gemeinde,18.0,71.3,0.0,28.7,0.0,0.0,1678.0,0.0,677.0,0.0,0.0,2355.0,1706.0,129
Saaldorf-Surheim,SRID=31468;POINT (4569661.777452963 5304001.24496903),172130,Gemeinde,18.0,9.8,0.0,90.2,0.0,0.0,461.0,0.0,4229.0,0.0,0.0,4690.0,5571.0,39.2
Schneizlreuth,SRID=31468;POINT (4560335.08375233 5283854.921743692),172131,Gemeinde,18.0,97.5,0.0,2.5,0.0,0.0,14994.0,0.0,390.0,0.0,0.0,15384.0,1360.0,107
Schönau a.Königssee,SRID=31468;POINT (4574130.05484182 5274246.9809252815),172132,Gemeinde,18.0,28.0,0.0,14.7,57.3,0.0,3183.0,0.0,1673.0,6510.0,0.0,11367.0,5600.0,132
Teisendorf,SRID=31468;POINT (4561511.676092748 5301617.640595407),172134,Gemeinde,18.0,2.6,0.0,68.9,28.5,0.0,494.0,0.0,13089.0,5403.0,0.0,18986.0,9292.0,86.9
Eck,SRID=31468;POINT (4580110.319962347 5276768.6110709235),172452,Gemeinde,18.0,100.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,215.0,unbekannt,12.6
Schellenberger Forst,SRID=31468;POINT (4575791.510918706 5284474.737341231),172454,Gemeinde,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,17
Bad Tölz-Wolfratshausen,SRID=31468;POINT (4461338.47956332 5287775.830683699),173000,Landkreis,unbekannt,86.4,0.0,8.9,4.7,0.0,542128.0,0.0,55698.0,29380.0,0.0,627205.0,127919.0,1111
Bad Heilbrunn,SRID=31468;POINT (4459653.997086764 5289809.621358008),173111,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1493.0,0.0,0.0,1493.0,3951.0,40.3
Bad Tölz,SRID=31468;POINT (4467135.485276966 5291589.962554393),173112,Gemeinde,17.0,59.3,0.0,29.6,11.1,0.0,9718.0,0.0,4853.0,1819.0,0.0,16391.0,19061.0,30.8
Benediktbeuern,SRID=31468;POINT (4455973.085894245 5285676.050812128),173113,Gemeinde,17.0,3.2,0.0,96.8,0.0,0.0,52.7,0.0,1572.0,0.0,0.0,1625.0,3686.0,37.9
Bichl,SRID=31468;POINT (4456014.425002068 5287078.536549338),173115,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1178.0,0.0,0.0,1178.0,2257.0,13.9
Dietramszell,SRID=31468;POINT (4469296.849662017 5301924.44133992),173118,Gemeinde,17.0,2.5,0.0,58.7,38.8,0.0,242.0,0.0,5635.0,3728.0,0.0,9605.0,5657.0,96.8
Egling,SRID=31468;POINT (4463364.065135857 5309534.3814688735),173120,Gemeinde,17.0,1.4,0.0,64.5,34.1,0.0,98.5,0.0,4488.0,2370.0,0.0,6957.0,5410.0,74.1
Eurasburg,SRID=31468;POINT (4455466.862324803 5302139.486963617),173123,Gemeinde,17.0,22.3,0.0,25.8,51.9,0.0,2726.0,0.0,3155.0,6357.0,0.0,12237.0,4252.0,40.9
Gaißach,SRID=31468;POINT (4468618.5512551 5289990.343941978),173124,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1896.0,0.0,0.0,1896.0,3120.0,38.6
Geretsried,SRID=31468;POINT (4461364.085749763 5302131.553702409),173126,Gemeinde,17.0,0.0,0.0,84.0,16.0,0.0,0.0,0.0,7186.0,1365.0,0.0,8551.0,25221.0,24.6
Greiling,SRID=31468;POINT (4470791.4953894485 5291704.315500372),173127,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,749.0,1491.0,7.7
Icking,SRID=31468;POINT (4458075.984998794 5313340.813411418),173130,Gemeinde,17.0,0.0,0.0,55.8,44.2,0.0,0.0,0.0,1789.0,1416.0,0.0,3205.0,3670.0,17
Jachenau,SRID=31468;POINT (4457534.570781317 5274310.888126564),173131,Gemeinde,17.0,98.2,0.0,1.8,0.0,0.0,52296.0,0.0,953.0,0.0,0.0,53249.0,822.0,129
Kochel a.See,SRID=31468;POINT (4452654.328719091 5280246.2562958645),173133,Gemeinde,17.0,99.6,0.0,0.43,0.0,0.0,436185.0,0.0,1902.0,0.0,0.0,438087.0,4131.0,80.1
Königsdorf,SRID=31468;POINT (4461235.060972851 5297700.248668754),173134,Gemeinde,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3007.0,0.0,0.0,3007.0,3138.0,45.7
Lenggries,SRID=31468;POINT (4468327.237883454 5282783.552642202),173135,Gemeinde,17.0,90.5,0.0,9.5,0.0,0.0,34093.0,0.0,3564.0,0.0,0.0,37657.0,10058.0,243
Münsing,SRID=31468;POINT (4452826.334649005 5307383.160743773),173137,Gemeinde,17.0,0.0,0.0,54.2,45.8,0.0,0.0,0.0,3430.0,2899.0,0.0,6329.0,4346.0,52.2
Reichersbeuern,SRID=31468;POINT (4472737.399919023 5292183.205454601),173140,Gemeinde,17.0,0.0,0.0,12.2,87.8,0.0,0.0,0.0,1026.0,7363.0,0.0,8389.0,2467.0,15.4
Sachsenkam,SRID=31468;POINT (4473410.194044801 5296576.106169439),173141,Gemeinde,17.0,0.0,0.0,54.2,45.8,0.0,0.0,0.0,985.0,832.0,0.0,1818.0,1278.0,15.9
Schlehdorf,SRID=31468;POINT (4448667.532829072 5280179.456554104),173142,Gemeinde,17.0,0.0,0.0,55.5,44.5,0.0,0.0,0.0,1153.0,925.0,0.0,2078.0,1316.0,25.4
Wackersberg,SRID=31468;POINT (4466083.995330357 5288783.705464499),173145,Gemeinde,17.0,0.58,0.0,99.3,0.15,0.0,16.3,0.0,2785.0,4.2,0.0,2805.0,3603.0,64.8
Wolfratshausen,SRID=31468;POINT (4456808.58912059 5308441.283093758),173147,Gemeinde,17.0,67.3,0.0,29.6,3.1,0.0,6585.0,0.0,2898.0,301.0,0.0,9784.0,18984.0,9.1
Pupplinger Au,SRID=31468;POINT (4459051.978978773 5308174.914981142),173451,Gemeinde,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,3.7
Wolfratshauser Forst,SRID=31468;POINT (4462355.886603327 5303240.875218298),173452,Gemeinde,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,4.3
Dachau,SRID=31468;POINT (4452441.609842676 5355378.228507451),174000,Landkreis,unbekannt,9.2,10.8,43.7,36.2,0.0,28192.0,33202.0,133829.0,110929.0,0.0,306151.0,155449.0,579
Altomünster,SRID=31468;POINT (4445006.100239022 5361354.209085986),174111,Gemeinde,14.0,0.0,0.0,70.3,29.7,0.0,0.0,0.0,17704.0,7481.0,0.0,25185.0,7979.0,75.7
Bergkirchen,SRID=31468;POINT (4453035.946304312 5346982.074383808),174113,Gemeinde,14.0,16.1,0.0,40.0,43.8,0.0,4132.0,0.0,10238.0,11218.0,0.0,25588.0,7755.0,60
Dachau,SRID=31468;POINT (4458344.254189993 5347418.0482966015),174115,Gemeinde,14.0,40.7,24.3,35.1,0.0,0.0,11894.0,7087.0,10245.0,0.0,0.0,29226.0,47738.0,35
Erdweg,SRID=31468;POINT (4448440.487190485 5355179.542439589),174118,Gemeinde,14.0,2.2,46.1,51.8,0.0,0.0,228.0,4824.0,5422.0,0.0,0.0,10474.0,6199.0,36.1
Haimhausen,SRID=31468;POINT (4466956.417970831 5353240.904575157),174121,Gemeinde,14.0,36.1,0.0,60.1,3.8,0.0,4376.0,0.0,7295.0,459.0,0.0,12129.0,5724.0,26.9
Hebertshausen,SRID=31468;POINT (4460345.525065097 5350558.319146867),174122,Gemeinde,14.0,38.1,0.0,29.5,32.4,0.0,6128.0,0.0,4751.0,5205.0,0.0,16084.0,5798.0,29.6
Karlsfeld,SRID=31468;POINT (4460961.794007883 5342821.2054387545),174126,Gemeinde,14.0,0.0,0.0,28.2,71.8,0.0,0.0,0.0,3694.0,9425.0,0.0,13119.0,21853.0,15.6
Markt Indersdorf,SRID=31468;POINT (4453680.2509921165 5358334.204845958),174131,Gemeinde,14.0,1.1,0.0,43.1,55.8,0.0,354.0,0.0,14018.0,18135.0,0.0,32508.0,10523.0,68.4
Odelzhausen,SRID=31468;POINT (4440674.031303212 5352629.981561689),174135,Gemeinde,14.0,0.61,67.7,31.7,0.0,0.0,190.0,21291.0,9950.0,0.0,0.0,31431.0,5367.0,30.4
Petershausen,SRID=31468;POINT (4460769.364441576 5363608.917131402),174136,Gemeinde,14.0,11.0,0.0,73.7,15.3,0.0,469.0,0.0,3143.0,651.0,0.0,4262.0,6620.0,32.8
Pfaffenhofen a.d.Glonn,SRID=31468;POINT (4437960.675054118 5351122.679891751),174137,Gemeinde,14.0,0.0,0.0,99.9,0.12,0.0,0.0,0.0,9181.0,10.8,0.0,9192.0,2284.0,20.9
Röhrmoos,SRID=31468;POINT (4459924.654603579 5354483.843458344),174141,Gemeinde,14.0,0.0,0.0,38.3,61.7,0.0,0.0,0.0,5104.0,8227.0,0.0,13331.0,6523.0,31.8
Schwabhausen,SRID=31468;POINT (4452307.024765994 5351887.6092197765),174143,Gemeinde,14.0,0.0,0.0,47.7,52.3,0.0,0.0,0.0,7195.0,7879.0,0.0,15074.0,6480.0,30.2
Sulzemoos,SRID=31468;POINT (4445436.111957326 5350477.967235738),174146,Gemeinde,14.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,9172.0,11198.0,0.0,20371.0,3084.0,19
Hilgertshausen-Tandern,SRID=31468;POINT (4452362.278944237 5365950.064368702),174147,Gemeinde,14.0,0.0,0.0,85.4,14.6,0.0,0.0,0.0,7278.0,1245.0,0.0,8524.0,3436.0,28.7
Vierkirchen,SRID=31468;POINT (4460072.133500292 5358660.344765455),174150,Gemeinde,14.0,0.0,0.0,22.0,78.0,0.0,0.0,0.0,5300.0,18824.0,0.0,24123.0,4561.0,19.4
Weichs,SRID=31468;POINT (4456701.53503111 5360476.703857907),174151,Gemeinde,14.0,2.0,0.0,26.8,71.1,0.0,315.0,0.0,4138.0,10972.0,0.0,15425.0,3525.0,18.8
Ebersberg,SRID=31468;POINT (4493650.4581259405 5326449.200977109),175000,Landkreis,unbekannt,1.5,1.8,51.3,45.4,0.0,2225.0,2728.0,76790.0,67893.0,0.0,149636.0,144562.0,550
Anzing,SRID=31468;POINT (4489201.68756962 5334834.667564294),175111,Gemeinde,14.0,0.0,0.0,94.8,5.2,0.0,0.0,0.0,4058.0,223.0,0.0,4281.0,4430.0,16.2
Aßling,SRID=31468;POINT (4500501.483862326 5317105.099503204),175112,Gemeinde,14.0,1.3,0.0,34.1,64.7,0.0,122.0,0.0,3296.0,6257.0,0.0,9676.0,4583.0,31.4
Baiern,SRID=31468;POINT (4493472.783893084 5314078.853868728),175113,Gemeinde,14.0,3.9,0.0,18.1,78.0,0.0,490.0,0.0,2255.0,9718.0,0.0,12463.0,1509.0,20
Bruck,SRID=31468;POINT (4493225.865954345 5320329.139685647),175114,Gemeinde,14.0,0.0,19.9,13.9,66.2,0.0,0.0,2728.0,1910.0,9068.0,0.0,13707.0,1313.0,21.6
Ebersberg,SRID=31468;POINT (4497782.889466009 5326707.320507773),175115,Gemeinde,14.0,0.0,0.0,54.1,45.9,0.0,0.0,0.0,8105.0,6885.0,0.0,14990.0,12210.0,40.9
Egmating,SRID=31468;POINT (4484976.401403465 5318519.135155312),175116,Gemeinde,14.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1352.0,0.0,0.0,1352.0,2351.0,19.2
Forstinning,SRID=31468;POINT (4493608.356404727 5336731.884986629),175118,Gemeinde,14.0,2.0,0.0,98.0,0.0,0.0,158.0,0.0,7569.0,0.0,0.0,7726.0,3902.0,12.3
Frauenneuharting,SRID=31468;POINT (4503704.720883729 5322410.252802845),175119,Gemeinde,14.0,0.0,0.0,90.8,9.2,0.0,0.0,0.0,2550.0,258.0,0.0,2808.0,1566.0,22.7
Glonn,SRID=31468;POINT (4490203.4441139 5316561.53079495),175121,Gemeinde,14.0,7.9,0.0,44.7,47.4,0.0,514.0,0.0,2911.0,3084.0,0.0,6509.0,5281.0,30.2
Grafing b.München,SRID=31468;POINT (4497579.648764983 5323033.159125504),175122,Gemeinde,14.0,0.86,0.0,26.0,73.1,0.0,138.0,0.0,4173.0,11721.0,0.0,16032.0,13936.0,29.6
Hohenlinden,SRID=31468;POINT (4499848.0787759 5335479.709272856),175123,Gemeinde,14.0,0.0,0.0,79.6,20.4,0.0,0.0,0.0,2798.0,718.0,0.0,3516.0,3337.0,17.3
Kirchseeon,SRID=31468;POINT (4491745.902065777 5325976.129657581),175124,Gemeinde,14.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,2491.0,498.0,0.0,2989.0,10655.0,17.9
Markt Schwaben,SRID=31468;POINT (4490097.515381173 5339224.388947197),175127,Gemeinde,14.0,3.2,0.0,96.8,0.0,0.0,114.0,0.0,3473.0,0.0,0.0,3587.0,13761.0,10.9
Moosach,SRID=31468;POINT (4490830.669690363 5321619.165571283),175128,Gemeinde,14.0,9.3,0.0,35.5,55.2,0.0,262.0,0.0,1001.0,1556.0,0.0,2818.0,1501.0,18.2
Oberpframmern,SRID=31468;POINT (4486163.862129026 5320413.114174393),175131,Gemeinde,14.0,0.0,0.0,86.2,13.8,0.0,0.0,0.0,1592.0,254.0,0.0,1846.0,2486.0,18.5
Vaterstetten,SRID=31468;POINT (4483188.383334409 5330410.3601873005),175132,Gemeinde,14.0,0.0,0.0,59.9,40.1,0.0,0.0,0.0,11234.0,7522.0,0.0,18756.0,25023.0,34.1
Pliening,SRID=31468;POINT (4485130.964463916 5340032.741378509),175133,Gemeinde,14.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,3200.0,7467.0,0.0,10667.0,5885.0,22.8
Poing,SRID=31468;POINT (4486586.214737343 5337043.067430983),175135,Gemeinde,14.0,0.0,0.0,79.3,20.7,0.0,0.0,0.0,4327.0,1130.0,0.0,5457.0,16042.0,12.9
Emmering,SRID=31468;POINT (4504299.971513022 5317759.6169619365),175136,Gemeinde,14.0,8.1,0.0,51.1,40.8,0.0,304.0,0.0,1919.0,1532.0,0.0,3756.0,1493.0,17.2
Steinhöring,SRID=31468;POINT (4502397.756590182 5327613.966722119),175137,Gemeinde,14.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4012.0,0.0,0.0,4012.0,4066.0,36.3
Zorneding,SRID=31468;POINT (4487231.956730827 5327665.049040368),175139,Gemeinde,14.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2563.0,0.0,0.0,2563.0,9232.0,23.8
Anzinger Forst,SRID=31468;POINT (4492895.190050726 5333072.546420058),175451,Gemeinde,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,31
Ebersberger Forst,SRID=31468;POINT (4497459.795678154 5332789.360724568),175452,Gemeinde,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,17.8
Eglhartinger Forst,SRID=31468;POINT (4491598.293736385 5329016.70391954),175453,Gemeinde,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,26.8
Eichstätt,SRID=31468;POINT (4453965.220968488 5418045.295259953),176000,Landkreis,unbekannt,0.66,32.4,36.9,30.0,0.0,3495.0,172066.0,196112.0,159244.0,0.0,530917.0,133634.0,1214
Adelschlag,SRID=31468;POINT (4443078.2067025155 5411586.974582674),176111,Gemeinde,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,17831.0,0.0,0.0,17831.0,3019.0,51.9
Altmannstein,SRID=31468;POINT (4474317.248887792 5417895.210027864),176112,Gemeinde,10.0,0.22,15.2,58.8,25.8,0.0,46.5,3186.0,12343.0,5410.0,0.0,20985.0,7064.0,114
Beilngries,SRID=31468;POINT (4461429.936287148 5433381.991703469),176114,Gemeinde,10.0,3.0,2.9,65.8,28.4,0.0,945.0,895.0,20602.0,8887.0,0.0,31329.0,9993.0,100
Böhmfeld,SRID=31468;POINT (4453650.498407903 5413925.262946758),176116,Gemeinde,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1412.0,0.0,0.0,1412.0,1713.0,16.3
Buxheim,SRID=31468;POINT (4448099.139675068 5407665.714324862),176118,Gemeinde,10.0,0.0,0.0,94.1,5.9,0.0,0.0,0.0,9790.0,619.0,0.0,10409.0,3656.0,22.5
Denkendorf,SRID=31468;POINT (4460157.620120254 5421297.591118929),176120,Gemeinde,10.0,0.0,52.9,42.6,4.5,0.0,0.0,26191.0,21071.0,2238.0,0.0,49500.0,4836.0,47.8
Dollnstein,SRID=31468;POINT (4432150.1558025805 5415545.365360407),176121,Gemeinde,10.0,4.5,0.0,23.0,72.5,0.0,376.0,0.0,1912.0,6036.0,0.0,8323.0,2854.0,40.5
Egweil,SRID=31468;POINT (4443638.933808709 5405626.593305987),176122,Gemeinde,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1953.0,0.0,0.0,1953.0,1222.0,9.4
Eichstätt,SRID=31468;POINT (4440356.682527798 5417394.485804441),176123,Gemeinde,10.0,4.7,0.0,58.9,36.3,0.0,663.0,0.0,8241.0,5084.0,0.0,13987.0,13465.0,47.8
Eitensheim,SRID=31468;POINT (4450171.847563857 5409339.4980683485),176124,Gemeinde,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2162.0,0.0,0.0,2162.0,3031.0,15.7
Gaimersheim,SRID=31468;POINT (4453868.165690233 5408176.886486415),176126,Gemeinde,10.0,0.0,0.0,63.8,36.2,0.0,0.0,0.0,8071.0,4580.0,0.0,12651.0,12251.0,28.2
Großmehring,SRID=31468;POINT (4465853.783474647 5403200.845668168),176129,Gemeinde,10.0,0.0,0.0,7.0,93.0,0.0,0.0,0.0,8278.0,110551.0,0.0,118829.0,7295.0,47.4
Hepberg,SRID=31468;POINT (4460534.820636069 5409629.387939545),176131,Gemeinde,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1047.0,0.0,0.0,1047.0,2937.0,4.2
