Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PKW__Personenkraftwagen_nach_Kraftstoffarten__Anzahl
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;10251
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;12953
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);1493
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;;Insgesamt;7845761
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;4872189
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;2858419
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;GAS2;Gas;57652
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;43055
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;091;  Oberbayern;KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;5732
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2018;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;5935
