Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PKW__Personenkraftwagen_nach_Kraftstoffarten__Anzahl
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;52070
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;59549
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);1410
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;;Insgesamt;8170101
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;5021392
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;2849085
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;GAS2;Gas;49993
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09;Bayern;KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;188672
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;26337
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;26732
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);424
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;;Insgesamt;2815639
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;1693122
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;986126
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;GAS2;Gas;15280
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;091;  Oberbayern;KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;93955
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;2921
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;2047
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);9
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;;Insgesamt;97429
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;56102
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;29436
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;GAS2;Gas;596
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09161;    Ingolstadt (Krfr.St);KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;9239
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;10658
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;8271
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);118
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;;Insgesamt;732045
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;431465
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;247477
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;GAS2;Gas;3602
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09162;    München, Landeshauptstadt;KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;41112
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;177
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;250
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);6
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;;Insgesamt;35450
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;21855
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;12478
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;GAS2;Gas;204
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09163;    Rosenheim (Krfr.St);KSTOFF;nach Kraftstoffarten;HYBRID;Hybrid;657
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOF1;darunter;HYBRID2;Plug-in-Hybrid;276
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;ELEKTRO;Elektro;439
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;SONSKRFTSTFF;sonstige (bis 2016 einschl. Hybrid/Elektro);10
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;;Insgesamt;72118
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;BENZIN;Benzin;44760
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;DIESEL;Diesel;25310
46251;Statistik des Kfz- und Anhängerbestandes;STAG;Stichtag;01.01.2021;KREISE;Kreise;09171;    Altötting (Lkr);KSTOFF;nach Kraftstoffarten;GAS2;Gas;368
