Name,Geometrie (EWKT),Verwaltungseinheit,Verwaltungsebene,Planungsregion,Anteil EE am Stromverbrauch (%),Stromverbrauch (MWh/a),Einwohnerzahl,Fläche (km²),Stand
Außernzell,SRID=31468;POINT (4588675.439944458 5399195.432384055),271114,Gemeinde,12.0,111.0,7122.0,1520.0,24.2,31.12.2022
Bernried,SRID=31468;POINT (4564808.07559756 5420350.661407614),271116,Gemeinde,12.0,38.2,12913.0,4761.0,39.5,31.12.2022
Buchhofen,SRID=31468;POINT (4568115.564988099 5395979.76519162),271118,Gemeinde,12.0,279.0,3474.0,937.0,15.8,31.12.2022
Deggendorf,SRID=31468;POINT (4570738.24784069 5411077.452685206),271119,Gemeinde,12.0,7.7,508514.0,35172.0,77.2,31.12.2022
Grafling,SRID=31468;POINT (4571553.380122808 5417915.659150026),271122,Gemeinde,12.0,42.3,11194.0,2748.0,46.4,31.12.2022
Grattersdorf,SRID=31468;POINT (4584844.490500651 5408008.450577401),271123,Gemeinde,12.0,62.3,3831.0,1313.0,26.0,31.12.2022
Hengersberg,SRID=31468;POINT (4577422.434818022 5404535.64264305),271125,Gemeinde,12.0,21.5,241046.0,8070.0,45.9,31.12.2022
Hunding,SRID=31468;POINT (4586606.660220689 5412340.445584778),271126,Gemeinde,12.0,78.3,3653.0,1128.0,14.7,31.12.2022
Iggensbach,SRID=31468;POINT (4583984.208797909 5399609.328485388),271127,Gemeinde,12.0,78.0,6373.0,2216.0,19.1,31.12.2022
Künzing,SRID=31468;POINT (4579528.806623949 5392886.887067713),271128,Gemeinde,12.0,150.0,11932.0,3197.0,40.4,31.12.2022
Lalling,SRID=31468;POINT (4583543.925952997 5412686.374781375),271130,Gemeinde,12.0,66.2,6146.0,1631.0,28.0,31.12.2022
Metten,SRID=31468;POINT (4567284.355918016 5413531.283245796),271132,Gemeinde,12.0,25.4,19858.0,4216.0,12.0,31.12.2022
Moos,SRID=31468;POINT (4570859.347203065 5402026.891594918),271135,Gemeinde,12.0,329.0,13953.0,2348.0,32.3,31.12.2022
Niederalteich,SRID=31468;POINT (4575510.157634113 5403699.890310222),271138,Gemeinde,12.0,15.7,14755.0,1790.0,10.0,31.12.2022
Oberpöring,SRID=31468;POINT (4560834.682723353 5396405.517270139),271139,Gemeinde,12.0,205.0,4318.0,1212.0,17.4,31.12.2022
Offenberg,SRID=31468;POINT (4563431.188975966 5414208.533435754),271140,Gemeinde,12.0,14.0,43129.0,3396.0,23.8,31.12.2022
Osterhofen,SRID=31468;POINT (4575383.186313806 5396341.6686315965),271141,Gemeinde,12.0,65.7,91822.0,12171.0,111.0,31.12.2022
Otzing,SRID=31468;POINT (4559553.3197428025 5402801.607003742),271143,Gemeinde,12.0,297.0,7341.0,1961.0,30.5,31.12.2022
Plattling,SRID=31468;POINT (4564295.351077371 5404701.164916161),271146,Gemeinde,12.0,23.3,453480.0,13121.0,35.9,31.12.2022
Schaufling,SRID=31468;POINT (4578445.510775698 5412340.54464183),271148,Gemeinde,12.0,21.4,11167.0,1525.0,25.4,31.12.2022
Schöllnach,SRID=31468;POINT (4586993.462864578 5402651.084619277),271149,Gemeinde,12.0,26.8,26891.0,4928.0,40.0,31.12.2022
Stephansposching,SRID=31468;POINT (4559017.671677672 5409104.379810942),271151,Gemeinde,12.0,442.0,10019.0,3177.0,44.7,31.12.2022
Wallerfing,SRID=31468;POINT (4564929.288735714 5394440.86698861),271152,Gemeinde,12.0,155.0,5927.0,1274.0,20.8,31.12.2022
Winzer,SRID=31468;POINT (4579360.165043402 5398939.42287919),271153,Gemeinde,12.0,36.7,16498.0,3805.0,27.7,31.12.2022
Freyung-Grafenau,SRID=31468;POINT (4611225.4361348385 5411035.545875948),272000,Landkreis,unbekannt,84.0,335665.0,79286.0,986.0,31.12.2022
Eppenschlag,SRID=31468;POINT (4595527.417398313 5417731.70825141),272116,Gemeinde,12.0,128.0,2498.0,962.0,17.1,31.12.2022
Freyung,SRID=31468;POINT (4613776.862151601 5409096.871730833),272118,Gemeinde,12.0,127.0,49228.0,7261.0,48.7,31.12.2022
Fürsteneck,SRID=31468;POINT (4607664.491117938 5398817.07444074),272119,Gemeinde,12.0,225.0,2099.0,837.0,10.5,31.12.2022
Grafenau,SRID=31468;POINT (4602658.819858669 5414415.846689577),272120,Gemeinde,12.0,81.2,52647.0,8200.0,63.8,31.12.2022
Grainet,SRID=31468;POINT (4621495.027160898 5407995.310156285),272121,Gemeinde,12.0,64.9,8152.0,2501.0,36.2,31.12.2022
Haidmühle,SRID=31468;POINT (4630412.575981771 5411576.899832521),272122,Gemeinde,12.0,46.7,3658.0,1373.0,21.1,31.12.2022
Hinterschmiding,SRID=31468;POINT (4617656.4829971315 5410762.666747425),272126,Gemeinde,12.0,72.3,6773.0,2467.0,21.1,31.12.2022
Hohenau,SRID=31468;POINT (4609343.266158647 5413588.846503502),272127,Gemeinde,12.0,108.0,10002.0,3308.0,43.2,31.12.2022
Innernzell,SRID=31468;POINT (4593811.510437159 5413433.140758676),272128,Gemeinde,12.0,100.0,4016.0,1587.0,22.2,31.12.2022
Jandelsbrunn,SRID=31468;POINT (4624667.883862724 5400520.725860853),272129,Gemeinde,12.0,52.9,21781.0,3334.0,42.5,31.12.2022
Mauth,SRID=31468;POINT (4616249.743502848 5417805.937888413),272134,Gemeinde,12.0,136.0,5866.0,2237.0,28.9,31.12.2022
Neureichenau,SRID=31468;POINT (4628625.031439022 5402639.457856736),272136,Gemeinde,12.0,80.9,18909.0,4436.0,46.5,31.12.2022
Perlesreut,SRID=31468;POINT (4606022.912464013 5405624.853884393),272138,Gemeinde,12.0,134.0,9587.0,2896.0,29.8,31.12.2022
Philippsreut,SRID=31468;POINT (4623129.780407737 5415589.208942008),272139,Gemeinde,12.0,20.8,1652.0,628.0,10.2,31.12.2022
Ringelai,SRID=31468;POINT (4608160.225967448 5409408.548828424),272140,Gemeinde,12.0,98.2,4826.0,1911.0,16.4,31.12.2022
Röhrnbach,SRID=31468;POINT (4612126.447492163 5401430.156016982),272141,Gemeinde,12.0,58.6,27500.0,4325.0,40.7,31.12.2022
Saldenburg,SRID=31468;POINT (4599781.110324602 5404823.038955959),272142,Gemeinde,12.0,63.2,5435.0,2007.0,28.1,31.12.2022
Sankt Oswald-Riedlhütte,SRID=31468;POINT (4604861.526152131 5418127.943284685),272143,Gemeinde,12.0,49.4,7660.0,2917.0,40.4,31.12.2022
Schöfweg,SRID=31468;POINT (4590305.49170411 5412047.418298975),272145,Gemeinde,12.0,112.0,3220.0,1327.0,19.1,31.12.2022
Neuschönau,SRID=31468;POINT (4608516.636342426 5417395.509281539),272146,Gemeinde,12.0,64.2,7478.0,2187.0,27.6,31.12.2022
Schönberg,SRID=31468;POINT (4598288.165374115 5412302.332251328),272147,Gemeinde,12.0,47.9,22201.0,3876.0,32.8,31.12.2022
Spiegelau,SRID=31468;POINT (4599792.013752244 5420675.378318216),272149,Gemeinde,12.0,67.2,11109.0,3828.0,47.1,31.12.2022
Thurmansbang,SRID=31468;POINT (4596881.65033173 5403902.33625668),272150,Gemeinde,12.0,62.6,7987.0,2623.0,33.0,31.12.2022
Waldkirchen,SRID=31468;POINT (4618005.028784061 5400258.436671894),272151,Gemeinde,12.0,82.0,37070.0,11143.0,80.2,31.12.2022
Zenting,SRID=31468;POINT (4592615.199843786 5406839.809254647),272152,Gemeinde,12.0,101.0,4312.0,1115.0,22.3,31.12.2022
Annathaler Wald,SRID=31468;POINT (4619416.0048715975 5418549.775522547),272451,Gemeinde,12.0,0.0,unbekannt,unbekannt,10.4,31.12.2022
Frauenberger/Duschlberger Wald,SRID=31468;POINT (4629484.561086014 5408787.863078783),272452,Gemeinde,12.0,0.0,unbekannt,unbekannt,21.1,31.12.2022
Graineter Wald,SRID=31468;POINT (4624267.499008356 5410292.689857564),272453,Gemeinde,12.0,0.0,unbekannt,unbekannt,6.6,31.12.2022
Leopoldsreuter Wald,SRID=31468;POINT (4626264.985376898 5412968.569964672),272455,Gemeinde,12.0,0.0,unbekannt,unbekannt,14.8,31.12.2022
Mauther Forst,SRID=31468;POINT (4614929.066008594 5424717.9243458165),272456,Gemeinde,12.0,0.0,unbekannt,unbekannt,24.7,31.12.2022
Philippsreuter Wald,SRID=31468;POINT (4625328.550399605 5416347.2645273525),272457,Gemeinde,12.0,0.0,unbekannt,unbekannt,3.0,31.12.2022
Pleckensteiner Wald,SRID=31468;POINT (4631825.747599787 5405252.876584138),272458,Gemeinde,12.0,0.0,unbekannt,unbekannt,13.0,31.12.2022
Sankt Oswald,SRID=31468;POINT (4605394.480564569 5423463.996773371),272459,Gemeinde,12.0,0.0,unbekannt,unbekannt,12.2,31.12.2022
Schlichtenberger Wald,SRID=31468;POINT (4621022.788461744 5414117.5478412),272460,Gemeinde,12.0,0.0,unbekannt,unbekannt,17.8,31.12.2022
Schönbrunner Wald,SRID=31468;POINT (4612478.940472503 5420869.894422935),272461,Gemeinde,12.0,0.0,unbekannt,unbekannt,21.3,31.12.2022
Waldhäuser Wald,SRID=31468;POINT (4607381.01176537 5422414.433302667),272463,Gemeinde,12.0,0.0,unbekannt,unbekannt,11.5,31.12.2022
Kelheim,SRID=31468;POINT (4489646.86735911 5409707.087191147),273000,Landkreis,unbekannt,59.6,935378.0,125701.0,1065.0,31.12.2022
Abensberg,SRID=31468;POINT (4488974.814044505 5408701.929678183),273111,Gemeinde,11.0,47.3,76848.0,14534.0,60.3,31.12.2022
Aiglsbach,SRID=31468;POINT (4479028.448341449 5394994.370897609),273113,Gemeinde,13.0,407.0,6126.0,1890.0,39.9,31.12.2022
Attenhofen,SRID=31468;POINT (4488829.273821352 5390194.802025365),273115,Gemeinde,13.0,183.0,5323.0,1413.0,31.4,31.12.2022
Bad Abbach,SRID=31468;POINT (4503316.470782844 5422007.237440895),273116,Gemeinde,11.0,187.0,31802.0,12666.0,55.3,31.12.2022
Biburg,SRID=31468;POINT (4489275.494331397 5405897.275618511),273119,Gemeinde,11.0,402.0,5120.0,1427.0,14.2,31.12.2022
Essing,SRID=31468;POINT (4484911.489655615 5421817.839672354),273121,Gemeinde,11.0,25.7,5106.0,1146.0,17.3,31.12.2022
Hausen,SRID=31468;POINT (4500554.730811018 5413337.215973558),273125,Gemeinde,11.0,173.0,10440.0,2224.0,34.6,31.12.2022
Herrngiersdorf,SRID=31468;POINT (4504950.490211862 5405834.638729478),273127,Gemeinde,11.0,33.6,16953.0,1389.0,25.1,31.12.2022
Ihrlerstein,SRID=31468;POINT (4489933.087788795 5422610.095905319),273133,Gemeinde,11.0,26.8,13800.0,4329.0,23.0,31.12.2022
Kelheim,SRID=31468;POINT (4490570.056000212 5420192.394511646),273137,Gemeinde,11.0,38.5,130595.0,17044.0,100.0,31.12.2022
Kirchdorf,SRID=31468;POINT (4493063.212417267 5403645.645497758),273139,Gemeinde,11.0,629.0,3328.0,931.0,16.5,31.12.2022
Langquaid,SRID=31468;POINT (4503885.333828097 5409423.633516829),273141,Gemeinde,11.0,49.2,23145.0,5929.0,56.8,31.12.2022
Mainburg,SRID=31468;POINT (4484306.456153139 5389384.0633092085),273147,Gemeinde,13.0,35.4,165282.0,15466.0,61.6,31.12.2022
Neustadt a.d.Donau,SRID=31468;POINT (4482737.315062767 5407982.259496339),273152,Gemeinde,11.0,10.7,269771.0,14714.0,93.6,31.12.2022
Painten,SRID=31468;POINT (4486479.0241420055 5428868.639121619),273159,Gemeinde,11.0,38.3,14604.0,2293.0,36.9,31.12.2022
Elsendorf,SRID=31468;POINT (4486051.873018485 5396867.328362545),273163,Gemeinde,13.0,161.0,13784.0,2177.0,32.6,31.12.2022
Riedenburg,SRID=31468;POINT (4477244.426783757 5425192.914926141),273164,Gemeinde,11.0,176.0,24449.0,6206.0,100.0,31.12.2022
Rohr i.NB,SRID=31468;POINT (4498043.881785559 5403534.401711469),273165,Gemeinde,11.0,170.0,15975.0,3321.0,54.1,31.12.2022
Saal a.d.Donau,SRID=31468;POINT (4494955.997306102 5417890.838432624),273166,Gemeinde,11.0,51.1,46887.0,5614.0,44.0,31.12.2022
Siegenburg,SRID=31468;POINT (4488975.380637831 5401811.469051193),273172,Gemeinde,11.0,54.1,23837.0,4103.0,27.9,31.12.2022
Teugn,SRID=31468;POINT (4501027.467992868 5417277.8667457905),273175,Gemeinde,11.0,215.0,7537.0,1748.0,17.1,31.12.2022
Train,SRID=31468;POINT (4487613.178763611 5399212.417065733),273177,Gemeinde,11.0,28.7,11556.0,1900.0,10.2,31.12.2022
Volkenschwand,SRID=31468;POINT (4490805.550664724 5384723.707695236),273178,Gemeinde,13.0,535.0,7848.0,1796.0,29.2,31.12.2022
Wildenberg,SRID=31468;POINT (4493184.633853353 5399362.206890715),273181,Gemeinde,11.0,215.0,5263.0,1441.0,18.2,31.12.2022
Dürnbucher Forst,SRID=31468;POINT (4480829.785548468 5400359.186346936),273451,Gemeinde,11.0,0.0,unbekannt,unbekannt,44.8,31.12.2022
Frauenforst,SRID=31468;POINT (4492865.872807885 5424633.560037256),273452,Gemeinde,11.0,0.0,unbekannt,unbekannt,19.9,31.12.2022
Hacklberg,SRID=31468;POINT (4484240.838495526 5421128.850785848),273453,Gemeinde,11.0,0.0,unbekannt,unbekannt,0.56,31.12.2022
Landshut,SRID=31468;POINT (4515347.792187178 5387839.992618314),274000,Landkreis,unbekannt,156.0,597196.0,164773.0,1348.0,31.12.2022
Adlkofen,SRID=31468;POINT (4519537.803209376 5378753.040314283),274111,Gemeinde,13.0,313.0,10658.0,4486.0,47.9,31.12.2022
Aham,SRID=31468;POINT (4534357.657127002 5376729.288378566),274112,Gemeinde,13.0,302.0,4829.0,1914.0,38.0,31.12.2022
Altdorf,SRID=31468;POINT (4508179.722364634 5379913.602518536),274113,Gemeinde,13.0,34.3,40669.0,11362.0,23.0,31.12.2022
Altfraunhofen,SRID=31468;POINT (4512818.720488014 5367974.513807539),274114,Gemeinde,13.0,171.0,6504.0,2566.0,24.3,31.12.2022
Baierbach,SRID=31468;POINT (4515442.681109812 5364240.846233726),274118,Gemeinde,13.0,279.0,1718.0,806.0,16.8,31.12.2022
Bayerbach b.Ergoldsbach,SRID=31468;POINT (4521827.129332266 5396363.161152994),274119,Gemeinde,13.0,198.0,7416.0,2017.0,25.4,31.12.2022
Bodenkirchen,SRID=31468;POINT (4528730.874973238 5360700.658272968),274120,Gemeinde,13.0,128.0,18312.0,5402.0,62.0,31.12.2022
Buch a.Erlbach,SRID=31468;POINT (4502663.30815286 5367921.581598165),274121,Gemeinde,13.0,114.0,11691.0,4149.0,26.7,31.12.2022
Eching,SRID=31468;POINT (4504433.754496913 5373952.449703483),274124,Gemeinde,13.0,86.4,19325.0,4255.0,30.2,31.12.2022
Ergolding,SRID=31468;POINT (4511908.545130045 5381744.111073484),274126,Gemeinde,13.0,30.5,79805.0,13272.0,37.2,31.12.2022
Ergoldsbach,SRID=31468;POINT (4515168.527891312 5394929.53180396),274127,Gemeinde,13.0,123.0,22524.0,8690.0,57.0,31.12.2022
Essenbach,SRID=31468;POINT (4516066.496598097 5386118.901423734),274128,Gemeinde,13.0,232.0,51811.0,12358.0,83.7,31.12.2022
Furth,SRID=31468;POINT (4501892.435227427 5383533.484994361),274132,Gemeinde,13.0,107.0,9641.0,3633.0,21.0,31.12.2022
Geisenhausen,SRID=31468;POINT (4519123.784394992 5370755.594132378),274134,Gemeinde,13.0,95.0,25894.0,7464.0,62.5,31.12.2022
Gerzen,SRID=31468;POINT (4531746.078668543 5374447.924692643),274135,Gemeinde,13.0,70.2,5427.0,1931.0,17.0,31.12.2022
Hohenthann,SRID=31468;POINT (4506949.30090582 5391142.903817665),274141,Gemeinde,13.0,245.0,10973.0,4262.0,68.3,31.12.2022
Kröning,SRID=31468;POINT (4526963.559828349 5379553.779493971),274145,Gemeinde,13.0,200.0,4234.0,2058.0,39.6,31.12.2022
Kumhausen,SRID=31468;POINT (4511938.939189548 5374417.232518221),274146,Gemeinde,13.0,143.0,14160.0,5629.0,37.1,31.12.2022
Neufahrn i.NB,SRID=31468;POINT (4514024.293323883 5399663.948119012),274153,Gemeinde,13.0,325.0,13236.0,4488.0,38.8,31.12.2022
Neufraunhofen,SRID=31468;POINT (4515921.3556997115 5361571.816636799),274154,Gemeinde,13.0,282.0,2634.0,1124.0,18.0,31.12.2022
Niederaichbach,SRID=31468;POINT (4523445.417898199 5385138.424658124),274156,Gemeinde,13.0,597.0,15281.0,4218.0,34.1,31.12.2022
Obersüßbach,SRID=31468;POINT (4496142.073526336 5385900.761006819),274165,Gemeinde,13.0,298.0,3736.0,1727.0,23.6,31.12.2022
Pfeffenhausen,SRID=31468;POINT (4497475.701455162 5391976.9208024),274172,Gemeinde,13.0,445.0,14037.0,5235.0,71.8,31.12.2022
Postau,SRID=31468;POINT (4524123.056137299 5390209.04138997),274174,Gemeinde,13.0,299.0,3436.0,1739.0,34.8,31.12.2022
Rottenburg a.d.Laaber,SRID=31468;POINT (4502094.23065961 5396192.668815051),274176,Gemeinde,13.0,106.0,30745.0,8533.0,90.2,31.12.2022
Schalkham,SRID=31468;POINT (4530985.825332419 5372486.98384568),274179,Gemeinde,13.0,595.0,1794.0,927.0,22.7,31.12.2022
Tiefenbach,SRID=31468;POINT (4507557.875410061 5373708.756338051),274182,Gemeinde,13.0,1077.0,9604.0,4044.0,24.7,31.12.2022
Velden,SRID=31468;POINT (4518908.604425062 5358682.46814041),274183,Gemeinde,13.0,87.0,21543.0,6655.0,49.5,31.12.2022
Vilsbiburg,SRID=31468;POINT (4526288.688606475 5368096.428796207),274184,Gemeinde,13.0,64.4,79797.0,12584.0,68.9,31.12.2022
Vilsheim,SRID=31468;POINT (4507919.747248597 5367758.4492529705),274185,Gemeinde,13.0,66.7,6193.0,2803.0,21.7,31.12.2022
Weihmichl,SRID=31468;POINT (4503357.996108414 5385206.8383668065),274187,Gemeinde,13.0,246.0,5522.0,2552.0,32.2,31.12.2022
Weng,SRID=31468;POINT (4527328.748148943 5391360.449961576),274188,Gemeinde,13.0,147.0,4287.0,1525.0,15.6,31.12.2022
Wörth a.d.Isar,SRID=31468;POINT (4525107.981957449 5387322.036181591),274191,Gemeinde,13.0,65.5,13375.0,3266.0,4.8,31.12.2022
Wurmsham,SRID=31468;POINT (4525108.552828764 5356184.626634795),274193,Gemeinde,13.0,191.0,3195.0,1396.0,28.2,31.12.2022
Bruckberg,SRID=31468;POINT (4499628.880438968 5376267.260018629),274194,Gemeinde,13.0,169.0,23190.0,5703.0,51.1,31.12.2022
Passau,SRID=31468;POINT (4596865.195213323 5376452.511350886),275000,Landkreis,unbekannt,107.0,1349503.0,196963.0,1533.0,31.12.2022
Aicha vorm Wald,SRID=31468;POINT (4595083.846667503 5393505.529953748),275111,Gemeinde,12.0,27.5,27391.0,2455.0,20.4,31.12.2022
Aidenbach,SRID=31468;POINT (4580512.988115953 5381652.558641921),275112,Gemeinde,12.0,50.0,14474.0,3127.0,17.1,31.12.2022
Aldersbach,SRID=31468;POINT (4580227.569508407 5384110.1253561685),275114,Gemeinde,12.0,26.5,87438.0,4383.0,45.9,31.12.2022
Bad Füssing,SRID=31468;POINT (4597294.045408933 5358224.920360612),275116,Gemeinde,12.0,486.0,43815.0,8128.0,55.2,31.12.2022
Beutelsbach,SRID=31468;POINT (4582319.372875227 5379926.332437267),275117,Gemeinde,12.0,712.0,3260.0,1201.0,20.4,31.12.2022
Breitenberg,SRID=31468;POINT (4632166.260407942 5397711.415391382),275118,Gemeinde,12.0,139.0,5729.0,2013.0,29.9,31.12.2022
Büchlberg,SRID=31468;POINT (4611396.010591269 5393349.107718286),275119,Gemeinde,12.0,24.0,45044.0,4265.0,28.2,31.12.2022
Eging a.See,SRID=31468;POINT (4593681.771702122 5398025.070244678),275120,Gemeinde,12.0,40.9,33095.0,4362.0,23.7,31.12.2022
Fürstenstein,SRID=31468;POINT (4597993.744351913 5398880.215705147),275121,Gemeinde,12.0,50.2,11218.0,3569.0,19.3,31.12.2022
Fürstenzell,SRID=31468;POINT (4597470.606316235 5376945.749876173),275122,Gemeinde,12.0,91.9,43372.0,8487.0,79.5,31.12.2022
Bad Griesbach i.Rottal,SRID=31468;POINT (4588338.6356138475 5369042.762741863),275124,Gemeinde,12.0,64.2,40828.0,9285.0,70.2,31.12.2022
Haarbach,SRID=31468;POINT (4585028.525253941 5374475.253862153),275125,Gemeinde,12.0,227.0,6799.0,2550.0,47.8,31.12.2022
Hauzenberg,SRID=31468;POINT (4619902.712300647 5391777.170679618),275126,Gemeinde,12.0,28.7,108447.0,11781.0,83.0,31.12.2022
Hofkirchen,SRID=31468;POINT (4582475.443488843 5394010.038459965),275127,Gemeinde,12.0,117.0,19420.0,3769.0,32.8,31.12.2022
Hutthurm,SRID=31468;POINT (4608687.808038539 5393926.76719289),275128,Gemeinde,12.0,35.7,54180.0,6349.0,37.3,31.12.2022
Kirchham,SRID=31468;POINT (4594059.785345767 5357175.5996036995),275130,Gemeinde,12.0,54.5,7779.0,2481.0,18.5,31.12.2022
Kößlarn,SRID=31468;POINT (4583221.9573577605 5359959.486424812),275131,Gemeinde,12.0,255.0,5412.0,1921.0,25.5,31.12.2022
Malching,SRID=31468;POINT (4588266.425894345 5353474.266583952),275132,Gemeinde,12.0,245.0,3154.0,1266.0,25.3,31.12.2022
Neuburg a.Inn,SRID=31468;POINT (4607157.975249547 5375398.102676367),275133,Gemeinde,12.0,89.1,19022.0,4441.0,41.8,31.12.2022
Neuhaus a.Inn,SRID=31468;POINT (4605143.843120035 5370174.2362335175),275134,Gemeinde,12.0,1559.0,13708.0,3595.0,31.1,31.12.2022
Neukirchen vorm Wald,SRID=31468;POINT (4601945.554120652 5395470.370401484),275135,Gemeinde,12.0,87.7,10669.0,3042.0,24.3,31.12.2022
Obernzell,SRID=31468;POINT (4621009.569285591 5380950.4148088135),275137,Gemeinde,12.0,17.4,67145.0,3922.0,18.3,31.12.2022
Ortenburg,SRID=31468;POINT (4590588.734009229 5379124.288124162),275138,Gemeinde,12.0,35.9,63993.0,7437.0,60.8,31.12.2022
Pocking,SRID=31468;POINT (4597133.360319234 5363335.4044343615),275141,Gemeinde,12.0,85.2,73931.0,16399.0,69.0,31.12.2022
Rotthalmünster,SRID=31468;POINT (4589250.837042676 5358691.11606275),275143,Gemeinde,12.0,85.1,32497.0,5009.0,44.6,31.12.2022
Ruderting,SRID=31468;POINT (4603884.168332067 5391599.930144239),275144,Gemeinde,12.0,35.6,11989.0,3160.0,13.0,31.12.2022
Ruhstorf a.d.Rott,SRID=31468;POINT (4598920.300810873 5367640.46908888),275145,Gemeinde,12.0,31.4,99060.0,7114.0,51.6,31.12.2022
Salzweg,SRID=31468;POINT (4609408.1642575 5387484.46990091),275146,Gemeinde,12.0,50.7,58965.0,6793.0,32.0,31.12.2022
Sonnen,SRID=31468;POINT (4627003.475208638 5395544.142184343),275148,Gemeinde,12.0,104.0,4155.0,1411.0,16.5,31.12.2022
Tettenweis,SRID=31468;POINT (4594213.520811474 5368034.167355933),275149,Gemeinde,12.0,166.0,5843.0,1814.0,28.7,31.12.2022
Thyrnau,SRID=31468;POINT (4613450.768215313 5387553.37595272),275150,Gemeinde,12.0,39.2,58577.0,4214.0,33.8,31.12.2022
Tiefenbach,SRID=31468;POINT (4603206.582937414 5388333.544785975),275151,Gemeinde,12.0,58.1,29284.0,6824.0,49.8,31.12.2022
Tittling,SRID=31468;POINT (4601649.882687747 5399844.158433694),275152,Gemeinde,12.0,24.7,40854.0,4262.0,20.8,31.12.2022
Untergriesbach,SRID=31468;POINT (4623266.853133717 5383098.45265003),275153,Gemeinde,12.0,1228.0,26328.0,6071.0,73.7,31.12.2022
Vilshofen an der Donau,SRID=31468;POINT (4587412.2886505 5389190.141076548),275154,Gemeinde,12.0,75.6,116186.0,17960.0,86.4,31.12.2022
Wegscheid,SRID=31468;POINT (4632014.665390295 5386397.9057882475),275156,Gemeinde,12.0,57.5,34431.0,5542.0,80.8,31.12.2022
Windorf,SRID=31468;POINT (4590251.81235508 5388154.3129506195),275159,Gemeinde,12.0,107.0,17979.0,5020.0,57.0,31.12.2022
Witzmannsberg,SRID=31468;POINT (4604119.216484408 5398607.800239828),275160,Gemeinde,12.0,187.0,4031.0,1541.0,18.8,31.12.2022
Regen,SRID=31468;POINT (4580552.007332962 5432306.53713606),276000,Landkreis,unbekannt,52.9,406168.0,78035.0,976.0,31.12.2022
Achslach,SRID=31468;POINT (4568582.633478966 5426414.894948056),276111,Gemeinde,12.0,98.5,2359.0,991.0,30.1,31.12.2022
Arnbruck,SRID=31468;POINT (4572956.520272203 5444019.548506634),276113,Gemeinde,12.0,171.0,5965.0,1983.0,37.9,31.12.2022
Bayerisch Eisenstein,SRID=31468;POINT (4587874.454751387 5443475.134651215),276115,Gemeinde,12.0,142.0,3154.0,993.0,47.4,31.12.2022
Bischofsmais,SRID=31468;POINT (4579374.079722195 5420656.223545294),276116,Gemeinde,12.0,51.8,10521.0,3307.0,46.4,31.12.2022
Bodenmais,SRID=31468;POINT (4580858.850189266 5437277.201071911),276117,Gemeinde,12.0,33.0,16828.0,3585.0,45.4,31.12.2022
Böbrach,SRID=31468;POINT (4575789.635653324 5435930.698588876),276118,Gemeinde,12.0,62.0,3568.0,1612.0,27.6,31.12.2022
Drachselsried,SRID=31468;POINT (4574086.828726978 5441498.23729458),276120,Gemeinde,12.0,114.0,7613.0,2451.0,41.8,31.12.2022
Frauenau,SRID=31468;POINT (4595324.420424142 5428910.569827831),276121,Gemeinde,12.0,111.0,6990.0,2699.0,60.2,31.12.2022
Geiersthal,SRID=31468;POINT (4571489.1673523495 5434980.771087003),276122,Gemeinde,12.0,245.0,7899.0,2209.0,22.4,31.12.2022
Gotteszell,SRID=31468;POINT (4570930.46888244 5425436.845581855),276123,Gemeinde,12.0,45.8,3586.0,1215.0,9.2,31.12.2022
Kirchberg i.Wald,SRID=31468;POINT (4586915.798572171 5418723.996729546),276126,Gemeinde,12.0,44.3,19502.0,4490.0,48.9,31.12.2022
Kirchdorf i.Wald,SRID=31468;POINT (4592933.919021818 5419951.351539867),276127,Gemeinde,12.0,92.5,5553.0,2076.0,30.6,31.12.2022
Kollnburg,SRID=31468;POINT (4563086.649553349 5434865.386713928),276128,Gemeinde,12.0,128.0,8018.0,2802.0,59.6,31.12.2022
Langdorf,SRID=31468;POINT (4584051.641857334 5431348.891656501),276129,Gemeinde,12.0,110.0,3951.0,1871.0,34.4,31.12.2022
Lindberg,SRID=31468;POINT (4591833.538625673 5433924.18793106),276130,Gemeinde,12.0,52.5,5419.0,2321.0,109.0,31.12.2022
Patersdorf,SRID=31468;POINT (4572244.847844891 5431305.088146484),276134,Gemeinde,12.0,81.4,4902.0,1753.0,17.1,31.12.2022
Prackenbach,SRID=31468;POINT (4560558.1366907675 5440020.888762237),276135,Gemeinde,12.0,291.0,7085.0,2802.0,40.1,31.12.2022
Regen,SRID=31468;POINT (4582560.126623242 5426488.189502048),276138,Gemeinde,12.0,35.2,80810.0,11005.0,65.2,31.12.2022
Rinchnach,SRID=31468;POINT (4588003.436235329 5424277.666631148),276139,Gemeinde,12.0,170.0,6885.0,3110.0,40.3,31.12.2022
Ruhmannsfelden,SRID=31468;POINT (4572286.304808205 5427802.724035677),276142,Gemeinde,12.0,50.2,7370.0,2014.0,5.8,31.12.2022
Teisnach,SRID=31468;POINT (4572601.898672101 5434134.5418986175),276143,Gemeinde,12.0,25.9,53063.0,3023.0,25.8,31.12.2022
Viechtach,SRID=31468;POINT (4564682.740860776 5438671.15730768),276144,Gemeinde,12.0,19.4,79667.0,8585.0,62.5,31.12.2022
Zachenberg,SRID=31468;POINT (4573267.921381874 5426068.551414065),276146,Gemeinde,12.0,141.0,4826.0,2093.0,27.3,31.12.2022
