Name,Geometrie (EWKT),Verwaltungseinheit,Verwaltungsebene,Planungsregion,Anteil EE am Stromverbrauch (%),Stromverbrauch (MWh/a),Einwohnerzahl,Fläche (km²),Stand
Altmannstein,SRID=31468;POINT (4474317.248887792 5417895.210027864),176112,Gemeinde,10.0,151.0,17590.0,7127.0,114.0,31.12.2022
Beilngries,SRID=31468;POINT (4461429.936287148 5433381.991703469),176114,Gemeinde,10.0,62.9,69094.0,10195.0,100.0,31.12.2022
Böhmfeld,SRID=31468;POINT (4453650.498407903 5413925.262946758),176116,Gemeinde,10.0,38.1,4261.0,1739.0,16.3,31.12.2022
Buxheim,SRID=31468;POINT (4448099.139675068 5407665.714324862),176118,Gemeinde,10.0,112.0,10094.0,3699.0,22.5,31.12.2022
Denkendorf,SRID=31468;POINT (4460157.620120254 5421297.591118929),176120,Gemeinde,10.0,147.0,38813.0,4972.0,47.8,31.12.2022
Dollnstein,SRID=31468;POINT (4432150.1558025805 5415545.365360407),176121,Gemeinde,10.0,72.0,12577.0,2976.0,40.5,31.12.2022
Egweil,SRID=31468;POINT (4443638.933808709 5405626.593305987),176122,Gemeinde,10.0,73.5,3011.0,1221.0,9.4,31.12.2022
Eichstätt,SRID=31468;POINT (4440356.682527798 5417394.485804441),176123,Gemeinde,10.0,18.3,88728.0,13714.0,47.8,31.12.2022
Eitensheim,SRID=31468;POINT (4450171.847563857 5409339.4980683485),176124,Gemeinde,10.0,30.8,9176.0,3040.0,15.7,31.12.2022
Gaimersheim,SRID=31468;POINT (4453868.165690233 5408176.886486415),176126,Gemeinde,10.0,9.2,163559.0,12352.0,28.2,31.12.2022
Großmehring,SRID=31468;POINT (4465853.783474647 5403200.845668168),176129,Gemeinde,10.0,347.0,34336.0,7529.0,47.4,31.12.2022
Hepberg,SRID=31468;POINT (4460534.820636069 5409629.387939545),176131,Gemeinde,10.0,16.8,8634.0,2965.0,4.2,31.12.2022
Hitzhofen,SRID=31468;POINT (4450320.575170254 5412400.250158855),176132,Gemeinde,10.0,46.5,6625.0,3054.0,33.8,31.12.2022
Kinding,SRID=31468;POINT (4455020.401347692 5429529.203331593),176137,Gemeinde,10.0,41.2,25215.0,2527.0,51.7,31.12.2022
Kipfenberg,SRID=31468;POINT (4455714.904165951 5423804.021706701),176138,Gemeinde,10.0,67.6,31043.0,5997.0,81.4,31.12.2022
Kösching,SRID=31468;POINT (4463457.089249005 5408283.177130667),176139,Gemeinde,10.0,13.7,70887.0,9875.0,55.7,31.12.2022
Lenting,SRID=31468;POINT (4460636.494757678 5407893.000080395),176143,Gemeinde,10.0,11.4,34320.0,4930.0,8.5,31.12.2022
Mindelstetten,SRID=31468;POINT (4473894.797972568 5412567.005247702),176147,Gemeinde,10.0,79.1,5149.0,1808.0,22.7,31.12.2022
Mörnsheim,SRID=31468;POINT (4427573.220127523 5415227.499770342),176148,Gemeinde,10.0,195.0,3857.0,1608.0,33.4,31.12.2022
Nassenfels,SRID=31468;POINT (4443357.580609099 5406969.862129996),176149,Gemeinde,10.0,52.9,5892.0,2321.0,18.4,31.12.2022
Oberdolling,SRID=31468;POINT (4470190.772274196 5410276.337325584),176150,Gemeinde,10.0,54.2,4262.0,1342.0,19.4,31.12.2022
Pförring,SRID=31468;POINT (4477276.377544758 5407902.381713951),176153,Gemeinde,10.0,33.6,20994.0,4041.0,43.5,31.12.2022
Pollenfeld,SRID=31468;POINT (4441956.561024522 5423717.077277149),176155,Gemeinde,10.0,153.0,15582.0,3105.0,45.6,31.12.2022
Schernfeld,SRID=31468;POINT (4434606.860934825 5418978.725888965),176160,Gemeinde,10.0,352.0,9925.0,3300.0,52.2,31.12.2022
Stammham,SRID=31468;POINT (4460346.420737689 5413555.946147965),176161,Gemeinde,10.0,84.7,11892.0,4198.0,39.0,31.12.2022
Titting,SRID=31468;POINT (4442447.219286078 5429218.655715184),176164,Gemeinde,10.0,514.0,20308.0,2693.0,71.1,31.12.2022
Walting,SRID=31468;POINT (4448828.567661156 5419635.29790774),176165,Gemeinde,10.0,339.0,5553.0,2329.0,39.7,31.12.2022
Wellheim,SRID=31468;POINT (4432751.157281206 5409313.779441247),176166,Gemeinde,10.0,38.8,7247.0,2766.0,33.8,31.12.2022
Wettstetten,SRID=31468;POINT (4457149.336481007 5409787.928843014),176167,Gemeinde,10.0,22.5,13566.0,5090.0,12.5,31.12.2022
Haunstetter Forst,SRID=31468;POINT (4458383.8325813925 5432733.893392759),176451,Gemeinde,10.0,0.0,unbekannt,unbekannt,5.4,31.12.2022
Erding,SRID=31468;POINT (4500150.466978304 5351383.770768608),177000,Landkreis,unbekannt,137.0,474594.0,141680.0,871.0,31.12.2022
Berglern,SRID=31468;POINT (4494915.636873482 5360614.9127697805),177112,Gemeinde,14.0,80.7,6830.0,3053.0,19.9,31.12.2022
Bockhorn,SRID=31468;POINT (4499142.366021096 5352981.094114728),177113,Gemeinde,14.0,131.0,9807.0,4179.0,47.2,31.12.2022
Buch a.Buchrain,SRID=31468;POINT (4499669.66952092 5341902.2539348835),177114,Gemeinde,14.0,202.0,3353.0,1615.0,22.8,31.12.2022
Dorfen,SRID=31468;POINT (4511486.153667333 5348434.985440131),177115,Gemeinde,14.0,169.0,44509.0,15179.0,99.6,31.12.2022
Eitting,SRID=31468;POINT (4491984.284432761 5357892.015338793),177116,Gemeinde,14.0,1057.0,12967.0,3065.0,35.6,31.12.2022
Erding,SRID=31468;POINT (4493219.533616533 5352051.169435466),177117,Gemeinde,14.0,15.5,136086.0,36813.0,54.6,31.12.2022
Finsing,SRID=31468;POINT (4487055.34871452 5342034.885538118),177118,Gemeinde,14.0,297.0,14110.0,4757.0,23.2,31.12.2022
Forstern,SRID=31468;POINT (4498421.259111821 5338375.009992268),177119,Gemeinde,14.0,51.0,10073.0,3698.0,15.4,31.12.2022
Fraunberg,SRID=31468;POINT (4499565.492729439 5358983.942114226),177120,Gemeinde,14.0,225.0,9433.0,3935.0,42.4,31.12.2022
Hohenpolding,SRID=31468;POINT (4509787.743289232 5360637.589425998),177121,Gemeinde,14.0,579.0,4078.0,1644.0,27.4,31.12.2022
Inning a.Holz,SRID=31468;POINT (4505881.327290546 5356668.454609732),177122,Gemeinde,14.0,85.6,3284.0,1558.0,11.9,31.12.2022
Isen,SRID=31468;POINT (4504353.494981103 5341653.196231178),177123,Gemeinde,14.0,99.5,14835.0,5760.0,43.8,31.12.2022
Kirchberg,SRID=31468;POINT (4503692.240774857 5363081.618869256),177124,Gemeinde,14.0,201.0,2635.0,1137.0,17.1,31.12.2022
Langenpreising,SRID=31468;POINT (4498046.104717063 5365329.063372773),177126,Gemeinde,14.0,195.0,6799.0,2936.0,27.5,31.12.2022
Lengdorf,SRID=31468;POINT (4503955.417256111 5346443.312081602),177127,Gemeinde,14.0,296.0,6655.0,2775.0,34.0,31.12.2022
Moosinning,SRID=31468;POINT (4488574.7313690055 5348803.763505503),177130,Gemeinde,14.0,136.0,15743.0,6189.0,40.0,31.12.2022
Neuching,SRID=31468;POINT (4489294.7912511295 5344878.197930725),177131,Gemeinde,14.0,152.0,7564.0,2764.0,19.7,31.12.2022
Oberding,SRID=31468;POINT (4488651.017440407 5353873.942293287),177133,Gemeinde,14.0,197.0,63223.0,6726.0,64.7,31.12.2022
Ottenhofen,SRID=31468;POINT (4491215.143235124 5341989.436201951),177134,Gemeinde,14.0,57.0,3839.0,1957.0,10.3,31.12.2022
Pastetten,SRID=31468;POINT (4496039.68102815 5340214.023805499),177135,Gemeinde,14.0,36.7,8071.0,2878.0,22.1,31.12.2022
Sankt Wolfgang,SRID=31468;POINT (4510146.1561854305 5342259.263919967),177137,Gemeinde,14.0,97.8,13894.0,4545.0,46.3,31.12.2022
Steinkirchen,SRID=31468;POINT (4505974.101721783 5359650.4076019125),177138,Gemeinde,14.0,67.5,3767.0,1324.0,18.1,31.12.2022
Taufkirchen (Vils),SRID=31468;POINT (4509855.380722586 5356514.838784891),177139,Gemeinde,14.0,114.0,38164.0,10812.0,70.2,31.12.2022
Walpertskirchen,SRID=31468;POINT (4498576.042974582 5346637.638142077),177142,Gemeinde,14.0,143.0,4514.0,2179.0,18.5,31.12.2022
Wartenberg,SRID=31468;POINT (4499200.048408236 5362987.525875878),177143,Gemeinde,14.0,29.2,17529.0,5749.0,17.9,31.12.2022
Wörth,SRID=31468;POINT (4492809.438294857 5345275.1454022145),177144,Gemeinde,14.0,78.4,12830.0,4453.0,21.1,31.12.2022
Freising,SRID=31468;POINT (4480894.3189936 5367727.557620071),178000,Landkreis,unbekannt,70.5,861011.0,184433.0,800.0,31.12.2022
Allershausen,SRID=31468;POINT (4470377.896571352 5365863.264602782),178113,Gemeinde,14.0,47.9,24284.0,6104.0,26.6,31.12.2022
Attenkirchen,SRID=31468;POINT (4482280.636157385 5374318.623245665),178115,Gemeinde,14.0,126.0,8163.0,2768.0,16.1,31.12.2022
Au i.d.Hallertau,SRID=31468;POINT (4480743.479907213 5380177.868171264),178116,Gemeinde,14.0,46.1,26803.0,6304.0,55.0,31.12.2022
Eching,SRID=31468;POINT (4472189.963633878 5351136.742917209),178120,Gemeinde,14.0,8.8,70172.0,14430.0,37.3,31.12.2022
Rudelzhausen,SRID=31468;POINT (4482987.229901349 5383597.069430003),178122,Gemeinde,14.0,458.0,9408.0,3517.0,40.8,31.12.2022
Fahrenzhausen,SRID=31468;POINT (4467086.559203455 5357511.987225918),178123,Gemeinde,14.0,149.0,18097.0,5150.0,37.6,31.12.2022
Freising,SRID=31468;POINT (4481321.871920924 5363215.790709992),178124,Gemeinde,14.0,7.9,323695.0,49339.0,88.6,31.12.2022
Gammelsdorf,SRID=31468;POINT (4496366.339617205 5379818.364166212),178125,Gemeinde,14.0,753.0,4469.0,1519.0,21.6,31.12.2022
Haag a.d.Amper,SRID=31468;POINT (4487757.125316062 5368985.452552974),178129,Gemeinde,14.0,195.0,8087.0,3009.0,21.7,31.12.2022
Hallbergmoos,SRID=31468;POINT (4481559.632972267 5354083.411856132),178130,Gemeinde,14.0,11.7,74956.0,11662.0,35.1,31.12.2022
